SinhVienKey,MaSinhVien,HoTen,GioiTinh,NgaySinh,QueQuan,NgayNhapHoc,KhoaHoc,NamSinhVien,TrangThaiHocTap,LopKey,NganhKey,KhoaKey,NhomNangLuc
2925,SV16042005,Hạnh Mai,Nữ,2007-04-17,Nghệ An,2025-08-07,Khóa 16,1,Đang học,42,9,4,Khá
2926,SV16042006,Linh Hoàng,Nữ,2007-05-26,Hưng Yên,2025-09-09,Khóa 16,1,Đang học,42,9,4,Giỏi
2927,SV16042007,Quang Phạm,Nam,2007-08-21,Thanh Hóa,2025-08-23,Khóa 16,1,Đang học,42,9,4,Khá
2928,SV16042008,Bà Nhật Đặng,Nữ,2007-07-16,Thái Nguyên,2025-08-05,Khóa 16,1,Đang học,42,9,4,Khá
2929,SV16042009,Trung Tấn Trần,Nam,2007-03-06,Hải Dương,2025-08-18,Khóa 16,1,Đang học,42,9,4,Khá
2930,SV16042010,Thành Dương,Nữ,2007-07-23,Hà Nội,2025-09-25,Khóa 16,1,Cảnh báo học vụ,42,9,4,Trung bình
2931,SV16042011,Quý ông Dũng Hoàng,Nam,2007-05-23,Hưng Yên,2025-09-03,Khóa 16,1,Đang học,42,9,4,Xuất sắc
2932,SV16042012,Chị Lâm Nguyễn,Nữ,2007-11-03,Vĩnh Phúc,2025-09-21,Khóa 16,1,Đang học,42,9,4,Yếu
2933,SV16042013,Ông Minh Bùi,Nam,2007-03-19,Nghệ An,2025-08-16,Khóa 16,1,Đang học,42,9,4,Khá
2934,SV16042014,Huy Hoàng Vũ,Nam,2007-10-10,Hà Nội,2025-08-15,Khóa 16,1,Đang học,42,9,4,Khá
2935,SV16042015,Anh Châu Mai,Nam,2007-05-23,Thái Bình,2025-08-16,Khóa 16,1,Đang học,42,9,4,Trung bình
2936,SV16042016,Bà Ngọc Nguyễn,Nữ,2007-03-01,Thái Nguyên,2025-08-05,Khóa 16,1,Đang học,42,9,4,Giỏi
2937,SV16042017,Hưng Tấn Trần,Nam,2007-06-08,Hà Nội,2025-08-11,Khóa 16,1,Đang học,42,9,4,Yếu
2938,SV16042018,An Lê,Nữ,2007-11-17,Ninh Bình,2025-09-17,Khóa 16,1,Bảo lưu,42,9,4,Xuất sắc
2939,SV16042019,Quý cô Mai Nguyễn,Nữ,2007-10-19,Thái Nguyên,2025-08-27,Khóa 16,1,Đang học,42,9,4,Giỏi
2940,SV16042020,Bảo Hải Dương,Nam,2007-04-24,Thanh Hóa,2025-08-29,Khóa 16,1,Đang học,42,9,4,Khá
2941,SV16042021,Hạnh Thị Vũ,Nam,2007-12-02,Ninh Bình,2025-08-13,Khóa 16,1,Đang học,42,9,4,Khá
2942,SV16042022,Quý ông Dũng Trần,Nam,2007-10-25,Ninh Bình,2025-08-26,Khóa 16,1,Đang học,42,9,4,Giỏi
2943,SV16042023,Vũ Mai,Nam,2007-04-29,Bắc Giang,2025-08-23,Khóa 16,1,Đang học,42,9,4,Khá
2944,SV16042024,Chị Phương Mai,Nữ,2007-12-24,Nam Định,2025-08-16,Khóa 16,1,Đang học,42,9,4,Giỏi
2945,SV16042025,Hưng Mai Mai,Nam,2007-08-20,Bắc Giang,2025-09-09,Khóa 16,1,Đang học,42,9,4,Trung bình
2946,SV16042026,Bác Thành Nguyễn,Nam,2007-02-01,Nam Định,2025-08-06,Khóa 16,1,Cảnh báo học vụ,42,9,4,Giỏi
2947,SV16042027,Chị Hà Đặng,Nữ,2007-02-05,Nam Định,2025-08-05,Khóa 16,1,Đang học,42,9,4,Trung bình
2948,SV16042028,Trung Lê,Nam,2007-05-03,Ninh Bình,2025-08-22,Khóa 16,1,Bảo lưu,42,9,4,Trung bình
2949,SV16042029,Vân Phạm,Nữ,2007-12-02,Hải Dương,2025-08-12,Khóa 16,1,Đang học,42,9,4,Trung bình
2950,SV16042030,Phúc Xuân Đặng,Nam,2007-11-03,Hải Dương,2025-08-04,Khóa 16,1,Đang học,42,9,4,Khá
2951,SV16042031,Chị Hạnh Dương,Nữ,2007-06-29,Phú Thọ,2025-09-14,Khóa 16,1,Đang học,42,9,4,Khá
2952,SV16042032,Bà An Mai,Nữ,2007-06-09,Hưng Yên,2025-09-22,Khóa 16,1,Đang học,42,9,4,Trung bình
2953,SV16042033,Xuân Vũ,Nữ,2007-09-15,Thái Bình,2025-08-12,Khóa 16,1,Đang học,42,9,4,Xuất sắc
2954,SV16042034,Cô Lâm Trần,Nữ,2007-11-12,Thái Nguyên,2025-09-05,Khóa 16,1,Đang học,42,9,4,Giỏi
2955,SV16042035,Hạnh Trần,Nữ,2007-10-04,Hải Dương,2025-08-03,Khóa 16,1,Đang học,42,9,4,Trung bình
2956,SV16042036,An Phú Mai,Nam,2007-09-05,Vĩnh Phúc,2025-09-01,Khóa 16,1,Đang học,42,9,4,Giỏi
2957,SV16042037,Lâm Văn Hoàng,Nam,2007-03-29,Phú Thọ,2025-08-20,Khóa 16,1,Đang học,42,9,4,Trung bình
2958,SV16042038,Châu Đặng,Nam,2007-08-20,Thanh Hóa,2025-08-23,Khóa 16,1,Cảnh báo học vụ,42,9,4,Khá
2959,SV16042039,Châu Phạm,Nam,2007-07-18,Thanh Hóa,2025-09-20,Khóa 16,1,Đang học,42,9,4,Giỏi
2960,SV16042040,Quý cô Kim Đặng,Nữ,2007-04-24,Thái Nguyên,2025-08-22,Khóa 16,1,Đang học,42,9,4,Khá
2961,SV16042041,Hải Thế Nguyễn,Nam,2007-03-16,Ninh Bình,2025-08-26,Khóa 16,1,Đang học,42,9,4,Yếu
2962,SV16042042,Ông Thành Lê,Nam,2007-10-23,Hà Nội,2025-09-14,Khóa 16,1,Đang học,42,9,4,Khá
2963,SV16042043,Châu Vũ,Nam,2007-12-26,Quảng Ninh,2025-08-23,Khóa 16,1,Đang học,42,9,4,Khá
2964,SV16042044,Hạnh Hoàng Vũ,Nam,2007-12-22,Vĩnh Phúc,2025-08-17,Khóa 16,1,Đang học,42,9,4,Trung bình
2965,SV16042045,Trung Hoàng,Nam,2007-09-11,Nghệ An,2025-09-27,Khóa 16,1,Đang học,42,9,4,Trung bình
2966,SV16042046,Hoàng Hoàng,Nam,2007-07-19,Thanh Hóa,2025-09-29,Khóa 16,1,Đang học,42,9,4,Trung bình
2967,SV16042047,Quý cô Nhật Mai,Nữ,2007-10-01,Thanh Hóa,2025-08-11,Khóa 16,1,Cảnh báo học vụ,42,9,4,Trung bình
2968,SV16042048,Khoa Bùi,Nam,2007-03-11,Hải Phòng,2025-09-02,Khóa 16,1,Đang học,42,9,4,Khá
2969,SV16042049,Hạnh Dương,Nữ,2007-02-03,Thái Bình,2025-09-15,Khóa 16,1,Đang học,42,9,4,Khá
2970,SV16042050,Chị Thành Mai,Nữ,2007-03-09,Hà Nam,2025-09-01,Khóa 16,1,Đang học,42,9,4,Giỏi
2971,SV16042051,Vân Hoàng,Nữ,2007-11-25,Nam Định,2025-09-09,Khóa 16,1,Đang học,42,9,4,Khá
2972,SV16042052,Bà Vi Hoàng,Nữ,2007-08-23,Hải Phòng,2025-08-31,Khóa 16,1,Đang học,42,9,4,Trung bình
2973,SV16042053,Ông Vũ Phạm,Nam,2007-01-22,Thái Nguyên,2025-08-18,Khóa 16,1,Đang học,42,9,4,Yếu
2974,SV16042054,Huy Đặng,Nam,2007-11-04,Hưng Yên,2025-08-08,Khóa 16,1,Đang học,42,9,4,Khá
2975,SV16042055,Phương Xuân Nguyễn,Nam,2007-11-11,Ninh Bình,2025-08-06,Khóa 16,1,Bảo lưu,42,9,4,Trung bình
2976,SV16042056,Yến Bùi,Nữ,2007-07-20,Ninh Bình,2025-08-06,Khóa 16,1,Đang học,42,9,4,Khá
2977,SV16042057,Thành Nguyễn,Nữ,2007-08-07,Phú Thọ,2025-08-09,Khóa 16,1,Đang học,42,9,4,Trung bình
2978,SV16042058,Anh Xuân Phạm,Nam,2007-05-13,Bắc Giang,2025-08-01,Khóa 16,1,Đang học,42,9,4,Khá
2979,SV16042059,Cô Kim Nguyễn,Nữ,2007-08-23,Vĩnh Phúc,2025-09-07,Khóa 16,1,Đang học,42,9,4,Trung bình
2980,SV16042060,Phúc Trí Lê,Nam,2007-10-06,Quảng Ninh,2025-09-26,Khóa 16,1,Đang học,42,9,4,Khá
2981,SV16042061,Chị An Trần,Nữ,2007-09-19,Bắc Ninh,2025-08-01,Khóa 16,1,Đang học,42,9,4,Khá
2982,SV16042062,Hải Hải Mai,Nam,2007-04-21,Thái Bình,2025-09-05,Khóa 16,1,Đang học,42,9,4,Giỏi
2983,SV16042063,Quang Phạm,Nam,2007-11-11,Nghệ An,2025-08-04,Khóa 16,1,Đang học,42,9,4,Xuất sắc
2984,SV16042064,Quý ông Vũ Bùi,Nam,2007-02-14,Ninh Bình,2025-09-25,Khóa 16,1,Đang học,42,9,4,Trung bình
2985,SV16042065,Chị Lâm Mai,Nữ,2007-01-03,Vĩnh Phúc,2025-09-04,Khóa 16,1,Đang học,42,9,4,Khá
2986,SV16042066,Minh Trí Trần,Nam,2007-12-05,Quảng Ninh,2025-09-08,Khóa 16,1,Đang học,42,9,4,Trung bình
2987,SV16042067,Xuân Lê,Nữ,2007-02-22,Vĩnh Phúc,2025-09-27,Khóa 16,1,Đang học,42,9,4,Xuất sắc
2988,SV16042068,An Đặng,Nữ,2007-06-06,Hải Dương,2025-09-20,Khóa 16,1,Đang học,42,9,4,Khá
2989,SV16042069,Thảo Mai,Nữ,2007-03-13,Hải Phòng,2025-09-29,Khóa 16,1,Đang học,42,9,4,Yếu
2990,SV16042070,Nhật Dương,Nữ,2007-04-12,Hưng Yên,2025-09-14,Khóa 16,1,Đang học,42,9,4,Khá
2991,SV16042071,Lâm Tấn Mai,Nam,2007-07-28,Vĩnh Phúc,2025-09-17,Khóa 16,1,Đang học,42,9,4,Giỏi
2992,SV16042072,Chị Vân Hoàng,Nữ,2007-12-07,Bắc Ninh,2025-09-23,Khóa 16,1,Đang học,42,9,4,Khá
2993,SV16042073,Anh Nhiên Trần,Nam,2007-07-17,Hải Dương,2025-08-22,Khóa 16,1,Đang học,42,9,4,Xuất sắc
2994,SV16042074,Yến Dương,Nữ,2007-11-12,Hải Phòng,2025-08-27,Khóa 16,1,Đang học,42,9,4,Khá
2995,SV16042075,Hải Lê,Nữ,2007-02-05,Phú Thọ,2025-09-19,Khóa 16,1,Đang học,42,9,4,Khá
2996,SV16042076,Dũng Mai Trần,Nam,2007-12-15,Hà Nam,2025-08-31,Khóa 16,1,Đang học,42,9,4,Khá
2997,SV16042077,Bà Dương Phạm,Nữ,2007-12-06,Thanh Hóa,2025-09-24,Khóa 16,1,Đang học,42,9,4,Khá
2998,SV16042078,Kim Thị Vũ,Nam,2007-12-24,Hải Dương,2025-08-18,Khóa 16,1,Đang học,42,9,4,Khá
2999,SV16042079,Phương Mai,Nữ,2007-08-07,Ninh Bình,2025-08-28,Khóa 16,1,Đang học,42,9,4,Giỏi
3000,SV16042080,Linh Hoàng,Nữ,2007-12-03,Nam Định,2025-08-25,Khóa 16,1,Bảo lưu,42,9,4,Trung bình
3001,SV16043001,Hải Hoàng,Nữ,2007-11-05,Thanh Hóa,2025-08-29,Khóa 16,1,Đang học,43,9,4,Yếu
3002,SV16043002,Thảo Hoàng,Nữ,2007-10-14,Nghệ An,2025-09-19,Khóa 16,1,Cảnh báo học vụ,43,9,4,Trung bình
3003,SV16043003,Lâm Quang Phạm,Nam,2007-09-07,Thái Bình,2025-09-23,Khóa 16,1,Đang học,43,9,4,Trung bình
3004,SV16043004,Nhật Hữu Vũ,Nam,2007-11-02,Phú Thọ,2025-09-26,Khóa 16,1,Đang học,43,9,4,Giỏi
3005,SV16043005,Anh Nhiên Lê,Nam,2007-04-04,Quảng Ninh,2025-08-13,Khóa 16,1,Đang học,43,9,4,Trung bình
3006,SV16043006,Khoa Nguyễn,Nữ,2007-10-09,Thanh Hóa,2025-09-22,Khóa 16,1,Đang học,43,9,4,Khá
3007,SV16043007,Kim Tấn Phạm,Nam,2007-01-04,Nghệ An,2025-08-25,Khóa 16,1,Đang học,43,9,4,Yếu
3008,SV16043008,Mai Đặng,Nữ,2007-12-26,Hưng Yên,2025-08-16,Khóa 16,1,Đang học,43,9,4,Yếu
3009,SV16043009,Châu Bùi,Nam,2007-02-17,Phú Thọ,2025-08-08,Khóa 16,1,Đang học,43,9,4,Khá
3010,SV16043010,Hương Mai,Nữ,2007-08-30,Thái Nguyên,2025-09-06,Khóa 16,1,Đang học,43,9,4,Khá
3011,SV16043011,Hưng Mai Bảo Vũ,Nam,2007-07-14,Nam Định,2025-08-31,Khóa 16,1,Đang học,43,9,4,Trung bình
3012,SV16043012,Quý ông Thành Nguyễn,Nam,2007-12-23,Phú Thọ,2025-09-28,Khóa 16,1,Cảnh báo học vụ,43,9,4,Trung bình
3013,SV16043013,Quý cô Yến Trần,Nữ,2007-11-08,Phú Thọ,2025-09-23,Khóa 16,1,Đang học,43,9,4,Yếu
3014,SV16043014,Khoa Đức Vũ,Nam,2007-10-05,Nam Định,2025-08-04,Khóa 16,1,Đang học,43,9,4,Giỏi
3015,SV16043015,Mai Phạm,Nữ,2007-04-12,Thái Nguyên,2025-09-14,Khóa 16,1,Đang học,43,9,4,Yếu
3016,SV16043016,Bà An Lê,Nữ,2007-10-12,Hà Nội,2025-08-12,Khóa 16,1,Đang học,43,9,4,Khá
3017,SV16043017,Nhiên Đức Mai,Nam,2007-09-11,Nam Định,2025-09-28,Khóa 16,1,Đang học,43,9,4,Khá
3018,SV16043018,Thành Hoàng,Nam,2007-12-11,Vĩnh Phúc,2025-09-21,Khóa 16,1,Đang học,43,9,4,Giỏi
3019,SV16043019,Tú Trần,Nam,2007-01-02,Bắc Giang,2025-09-21,Khóa 16,1,Đang học,43,9,4,Xuất sắc
3020,SV16043020,Bà Hạnh Phạm,Nữ,2007-03-14,Bắc Ninh,2025-09-11,Khóa 16,1,Đang học,43,9,4,Giỏi
3021,SV16043021,Dương Vũ,Nữ,2007-05-26,Thái Nguyên,2025-09-06,Khóa 16,1,Đang học,43,9,4,Khá
3022,SV16043022,Hạnh Thế Trần,Nam,2007-11-09,Vĩnh Phúc,2025-08-11,Khóa 16,1,Đang học,43,9,4,Khá
3023,SV16043023,Chi Đặng,Nữ,2007-08-29,Hải Phòng,2025-09-26,Khóa 16,1,Đang học,43,9,4,Giỏi
3024,SV16043024,Nhật Thế Mai,Nam,2007-01-12,Hải Phòng,2025-09-13,Khóa 16,1,Đang học,43,9,4,Giỏi
3025,SV16043025,Bác Anh Lê,Nam,2007-12-18,Ninh Bình,2025-09-15,Khóa 16,1,Đang học,43,9,4,Khá
3026,SV16043026,Minh Hữu Phạm,Nam,2007-08-12,Thái Bình,2025-08-25,Khóa 16,1,Đang học,43,9,4,Khá
3027,SV16043027,Chị Bảo Hoàng,Nữ,2007-06-06,Vĩnh Phúc,2025-09-06,Khóa 16,1,Đang học,43,9,4,Giỏi
3028,SV16043028,Chi Nguyễn,Nữ,2007-01-18,Hải Dương,2025-08-13,Khóa 16,1,Đang học,43,9,4,Khá
3029,SV16043029,Trung Hữu Lê,Nam,2007-04-01,Thanh Hóa,2025-08-25,Khóa 16,1,Đang học,43,9,4,Trung bình
3030,SV16043030,Trung Vũ,Nam,2007-05-03,Hà Nam,2025-08-27,Khóa 16,1,Đang học,43,9,4,Trung bình
3031,SV16043031,Ông Dũng Bùi,Nam,2007-01-11,Ninh Bình,2025-08-28,Khóa 16,1,Đang học,43,9,4,Trung bình
3032,SV16043032,Quý cô Hương Đặng,Nữ,2007-02-02,Vĩnh Phúc,2025-09-18,Khóa 16,1,Đang học,43,9,4,Trung bình
3033,SV16043033,Phương Hoàng Dương,Nam,2007-06-12,Thanh Hóa,2025-08-27,Khóa 16,1,Đang học,43,9,4,Khá
3034,SV16043034,Quý cô Hương Vũ,Nữ,2007-10-31,Nghệ An,2025-09-03,Khóa 16,1,Đang học,43,9,4,Giỏi
3035,SV16043035,Huy Hải Bùi,Nam,2007-06-29,Nam Định,2025-09-04,Khóa 16,1,Đang học,43,9,4,Trung bình
3036,SV16043036,Yến Dương,Nữ,2007-03-31,Thái Bình,2025-09-20,Khóa 16,1,Đang học,43,9,4,Khá
3037,SV16043037,Quý ông Trọng Nguyễn,Nam,2007-06-09,Hải Dương,2025-08-28,Khóa 16,1,Đang học,43,9,4,Khá
3038,SV16043038,Ngọc Phạm,Nữ,2007-05-18,Thái Nguyên,2025-09-12,Khóa 16,1,Cảnh báo học vụ,43,9,4,Trung bình
3039,SV16043039,Kim Quang Dương,Nam,2007-03-24,Hà Nam,2025-08-02,Khóa 16,1,Đang học,43,9,4,Giỏi
3040,SV16043040,Vân Bùi,Nữ,2007-05-07,Bắc Giang,2025-09-06,Khóa 16,1,Đang học,43,9,4,Khá
3041,SV16043041,Nam Đức Dương,Nam,2007-11-27,Thái Nguyên,2025-09-12,Khóa 16,1,Đang học,43,9,4,Trung bình
3042,SV16043042,Hà Xuân Bùi,Nam,2007-01-17,Hải Dương,2025-08-02,Khóa 16,1,Đang học,43,9,4,Khá
3043,SV16043043,Hưng Hoàng,Nam,2007-10-31,Nam Định,2025-09-10,Khóa 16,1,Đang học,43,9,4,Khá
3044,SV16043044,Ông Minh Phạm,Nam,2007-07-10,Hải Dương,2025-08-15,Khóa 16,1,Đang học,43,9,4,Khá
3045,SV16043045,An Bùi,Nữ,2007-10-08,Nghệ An,2025-08-27,Khóa 16,1,Đang học,43,9,4,Trung bình
3046,SV16043046,Trung Đặng,Nam,2007-10-26,Thái Bình,2025-08-19,Khóa 16,1,Đang học,43,9,4,Khá
3047,SV16043047,Minh Mai Bảo Mai,Nam,2007-03-18,Hải Phòng,2025-08-09,Khóa 16,1,Đang học,43,9,4,Khá
3048,SV16043048,Quang Dương,Nam,2007-09-02,Hưng Yên,2025-08-14,Khóa 16,1,Đang học,43,9,4,Khá
3049,SV16043049,Hạnh Lê,Nữ,2007-10-18,Bắc Giang,2025-09-07,Khóa 16,1,Đang học,43,9,4,Khá
3050,SV16043050,Hồng Đặng,Nữ,2007-01-17,Hà Nam,2025-09-19,Khóa 16,1,Đang học,43,9,4,Yếu
3051,SV16043051,Phương Bảo Hoàng,Nam,2007-01-30,Ninh Bình,2025-08-11,Khóa 16,1,Đang học,43,9,4,Khá
3052,SV16043052,Ông Nam Vũ,Nam,2007-06-08,Quảng Ninh,2025-08-23,Khóa 16,1,Cảnh báo học vụ,43,9,4,Khá
3053,SV16043053,Nhật Mai Nguyễn,Nam,2007-02-19,Phú Thọ,2025-08-09,Khóa 16,1,Đang học,43,9,4,Khá
3054,SV16043054,Lan Phạm,Nữ,2007-10-29,Thái Bình,2025-08-02,Khóa 16,1,Đang học,43,9,4,Khá
3055,SV16043055,Quý cô Hồng Dương,Nữ,2007-01-20,Hưng Yên,2025-09-26,Khóa 16,1,Đang học,43,9,4,Khá
3056,SV16043056,Chị Nhật Nguyễn,Nữ,2007-11-24,Vĩnh Phúc,2025-09-05,Khóa 16,1,Đang học,43,9,4,Trung bình
3057,SV16043057,Vân Mai,Nữ,2007-04-09,Bắc Ninh,2025-08-19,Khóa 16,1,Đang học,43,9,4,Trung bình
3058,SV16043058,Tú Thị Phạm,Nam,2007-03-14,Hà Nội,2025-08-11,Khóa 16,1,Đang học,43,9,4,Trung bình
3059,SV16043059,Vi Đặng,Nữ,2007-04-27,Hà Nam,2025-08-27,Khóa 16,1,Cảnh báo học vụ,43,9,4,Yếu
3060,SV16043060,Thành Mai Phạm,Nam,2007-09-30,Nam Định,2025-08-10,Khóa 16,1,Đang học,43,9,4,Xuất sắc
3061,SV16043061,Phương Hoàng,Nữ,2007-04-18,Ninh Bình,2025-09-29,Khóa 16,1,Đang học,43,9,4,Khá
3062,SV16043062,Chị Ánh Phạm,Nữ,2007-12-22,Bắc Giang,2025-09-22,Khóa 16,1,Đang học,43,9,4,Khá
3063,SV16043063,Khoa Bảo Trần,Nam,2007-03-08,Bắc Ninh,2025-08-05,Khóa 16,1,Đang học,43,9,4,Khá
3064,SV16043064,Châu Bảo Bùi,Nam,2007-12-08,Bắc Giang,2025-09-06,Khóa 16,1,Cảnh báo học vụ,43,9,4,Trung bình
3065,SV16043065,Lâm Mai,Nữ,2007-05-20,Hà Nội,2025-09-19,Khóa 16,1,Đang học,43,9,4,Khá
3066,SV16043066,Mai Mai,Nữ,2007-04-01,Hà Nội,2025-09-03,Khóa 16,1,Đang học,43,9,4,Khá
3067,SV16043067,An Đặng,Nữ,2007-07-14,Thái Nguyên,2025-09-03,Khóa 16,1,Đang học,43,9,4,Khá
3068,SV16043068,Hương Mai,Nữ,2007-07-13,Ninh Bình,2025-09-03,Khóa 16,1,Đang học,43,9,4,Trung bình
3069,SV16043069,Ông Châu Phạm,Nam,2007-04-23,Hải Dương,2025-08-17,Khóa 16,1,Đang học,43,9,4,Khá
3070,SV16043070,Phương Dương,Nữ,2007-10-02,Nam Định,2025-08-17,Khóa 16,1,Đang học,43,9,4,Xuất sắc
3071,SV16043071,Anh Nam Trần,Nam,2007-03-06,Hải Dương,2025-09-05,Khóa 16,1,Bảo lưu,43,9,4,Khá
3072,SV16043072,Quý cô Kim Vũ,Nữ,2007-09-18,Hà Nội,2025-08-17,Khóa 16,1,Đang học,43,9,4,Giỏi
3073,SV16043073,Bảo Quang Nguyễn,Nam,2007-07-03,Vĩnh Phúc,2025-09-29,Khóa 16,1,Đang học,43,9,4,Khá
3074,SV16043074,Hạnh Mai Mai,Nam,2007-06-16,Vĩnh Phúc,2025-08-04,Khóa 16,1,Đang học,43,9,4,Xuất sắc
3075,SV16043075,Ánh Nguyễn,Nữ,2007-02-27,Hải Phòng,2025-08-31,Khóa 16,1,Đang học,43,9,4,Khá
3076,SV16043076,Thành Phạm,Nam,2007-02-27,Phú Thọ,2025-09-01,Khóa 16,1,Đang học,43,9,4,Trung bình
3077,SV16043077,Lâm Dương,Nữ,2007-06-26,Nghệ An,2025-08-04,Khóa 16,1,Đang học,43,9,4,Trung bình
3078,SV16043078,Thành Bảo Đặng,Nam,2007-11-13,Vĩnh Phúc,2025-08-29,Khóa 16,1,Đang học,43,9,4,Khá
3079,SV13044001,Hải Đặng,Nữ,2004-10-28,Phú Thọ,2022-08-03,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3080,SV13044002,Kim Mai Vũ,Nam,2004-04-10,Thái Nguyên,2022-09-29,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3081,SV13044003,Nhiên Vũ,Nam,2004-09-30,Bắc Giang,2022-09-15,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3082,SV13044004,Hoàng Dương,Nam,2004-07-16,Phú Thọ,2022-08-05,Khóa 13,4,Tốt nghiệp,44,10,5,Giỏi
3083,SV13044005,Cô Ánh Bùi,Nữ,2004-10-19,Hà Nam,2022-08-30,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3084,SV13044006,Anh Anh Dương,Nam,2004-12-10,Nam Định,2022-08-30,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3085,SV13044007,Quý cô Xuân Đặng,Nữ,2004-06-30,Nghệ An,2022-08-08,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3086,SV13044008,Hạnh Phạm,Nữ,2004-03-02,Hải Phòng,2022-09-20,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3087,SV13044009,Phương Hoàng,Nữ,2004-01-21,Thanh Hóa,2022-08-13,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3088,SV13044010,Bà Nhật Phạm,Nữ,2004-07-10,Nam Định,2022-08-13,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3089,SV13044011,Xuân Vũ,Nữ,2004-11-10,Bắc Giang,2022-08-09,Khóa 13,4,Tốt nghiệp,44,10,5,Giỏi
3090,SV13044012,Lâm Thế Nguyễn,Nam,2004-11-22,Nam Định,2022-08-15,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3091,SV13044013,Bà Lâm Phạm,Nữ,2004-02-12,Hà Nội,2022-09-28,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3092,SV13044014,Cô Xuân Vũ,Nữ,2004-12-23,Thái Nguyên,2022-09-10,Khóa 13,4,Tốt nghiệp,44,10,5,Xuất sắc
3093,SV13044015,Cô Bảo Mai,Nữ,2004-05-29,Bắc Giang,2022-08-18,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3094,SV13044016,Anh Hoàng,Nam,2004-03-04,Thái Nguyên,2022-08-27,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3095,SV13044017,Phúc Đặng,Nam,2004-06-06,Vĩnh Phúc,2022-08-06,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3096,SV13044018,Lâm Lê,Nữ,2004-02-20,Thanh Hóa,2022-09-12,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3097,SV13044019,Bà Phương Trần,Nữ,2004-02-15,Hà Nội,2022-09-20,Khóa 13,4,Tốt nghiệp,44,10,5,Giỏi
3098,SV13044020,Tùng Trần,Nam,2004-08-20,Bắc Giang,2022-09-24,Khóa 13,4,Chậm tiến độ,44,10,5,Yếu
3099,SV13044021,Quý cô Xuân Dương,Nữ,2004-04-17,Nam Định,2022-09-01,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3100,SV13044022,Quý cô Dương Vũ,Nữ,2004-10-30,Hà Nam,2022-09-12,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3101,SV13044023,Quý cô Thành Phạm,Nữ,2004-05-13,Bắc Giang,2022-09-12,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3102,SV13044024,Cô Nhật Hoàng,Nữ,2004-10-02,Phú Thọ,2022-08-11,Khóa 13,4,Tốt nghiệp,44,10,5,Giỏi
3103,SV13044025,Hà Hải Vũ,Nam,2004-10-05,Thái Bình,2022-08-29,Khóa 13,4,Chậm tiến độ,44,10,5,Trung bình
3104,SV13044026,Nhật Vũ,Nữ,2004-01-02,Thanh Hóa,2022-08-19,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3105,SV13044027,Nhật Dương,Nữ,2004-04-02,Nghệ An,2022-09-20,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3106,SV13044028,Phúc Văn Hoàng,Nam,2004-01-16,Thái Bình,2022-08-28,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3107,SV13044029,Dương Phạm,Nữ,2004-12-01,Nghệ An,2022-09-07,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3108,SV13044030,Bà Ánh Dương,Nữ,2004-07-26,Quảng Ninh,2022-09-17,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3109,SV13044031,Khoa Lê,Nữ,2004-02-16,Hải Dương,2022-09-16,Khóa 13,4,Tốt nghiệp,44,10,5,Khá
3110,SV13044032,Ông Vũ Đặng,Nam,2004-02-03,Nghệ An,2022-08-10,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3111,SV13044033,Bà Chi Lê,Nữ,2004-06-29,Nam Định,2022-08-01,Khóa 13,4,Chậm tiến độ,44,10,5,Khá
3112,SV13044034,Chị Mai Vũ,Nữ,2004-02-29,Thái Nguyên,2022-09-27,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3113,SV13044035,Thành Hải Mai,Nam,2004-05-05,Bắc Giang,2022-09-23,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3114,SV13044036,Quý cô Mai Bùi,Nữ,2004-05-17,Hưng Yên,2022-08-22,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
3115,SV13044037,Ông Nhiên Vũ,Nam,2004-07-07,Vĩnh Phúc,2022-09-19,Khóa 13,4,Tốt nghiệp,44,10,5,Trung bình
